"Property.Name","Price","House.Type","Area","Bedrooms","Bathrooms","Receptions","Location","City.County","Postal.Code"
"Bangalore Street",-0.251037276972247,"House",0.166410027936856,1.24943476069564,1.24943476069564,1.24943476069564,"Putney","London","SW15 1QD"
"Ross Court",-0.559776862157289,"Flat / Apartment",-0.191293219246224,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Putney","London","SW15 3NY"
"Wroughton Road",-0.116515029141622,"House",0.118765128209602,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW11 6BG"
"Portland Chambers",0.939815408741486,"New development",0.719090864773007,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Fitzrovia","London","W1W 6RP"
"Daleham Mews",0.500964141228462,"House",0.218452918408165,0.590542054646114,0.590542054646114,0.590542054646114,"Belsize Park","London","NW3 5DB"
"Ringmer Avenue",0.280435866096289,"House",0.875219536186933,1.24943476069564,1.24943476069564,1.24943476069564,"Fulham","London","SW6 5LW"
"Meadows House",1.97850358461402,"Penthouse",2.18142278717105,0.590542054646114,0.590542054646114,0.590542054646114," Fulham","London","SW6 2FQ"
"Manor Road South",-0.226779166707708,"House",0.609874094628993,0.590542054646114,0.590542054646114,0.590542054646114,"Esher","Surrey","KT10 0PY"
"Deanhill Road",-0.303964063003969,"House",-0.329829927683933,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"East Sheen","London","SW14 7DF"
"Cupar Road",0.104013245990551,"House",0.474269380020654,0.590542054646114,0.590542054646114,0.590542054646114,"Battersea","London","SW11 4JW"
"Ordish Apartments",-0.493618379617637,"Flat / Apartment",-0.389935801186007,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"162 Gideon Road","London","SW11 5ET"
"Moreton Terrace",-0.575213841416541,"Flat / Apartment",-0.912563701271121,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Pimlico","London","SW1V 2NS"
"Spencer Hill",0.258383038583072,"House",1.55251011077129,1.24943476069564,1.24943476069564,1.24943476069564,"Wimbledon","London","SW19 4NY"
"Pepys Road",0.190019273292099,"House",2.09346297228996,1.24943476069564,1.24943476069564,1.24943476069564,"Wimbledon","London","SW20 8NP"
"Dudley Road",0.234124928318533,"House",0.535108251980071,1.24943476069564,1.24943476069564,1.24943476069564,"Wimbledon","London","SW19 8PN"
"Tannery House",-0.270884821734143,"Penthouse",-0.0828094475595519,-0.727243357452941,-0.727243357452941,-0.727243357452941," Spitalfields","London","E1 5AG"
"Gaumont Tower",-0.447307441839881,"Flat / Apartment",-0.336426913800014,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Dalston","London","E8 3BQ"
"Hasker Street",0.489937727471854,"House",-0.139983327232257,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW3 2LQ"
"River Lane",2.48571861741802,"House",3.77496143343337,1.24943476069564,1.24943476069564,1.24943476069564,"Richmond","Surrey","TW10 7AG"
"Townshend Terrace",-0.255447842474891,"House",-0.514545538934211,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Richmond","Surrey","TW9 1XJ"
"Roehampton Vale",-0.47156555210442,"House",0.556365207243,1.24943476069564,1.24943476069564,1.24943476069564,"Putney","London","SW15 3PG"
"Weldin Mews",-0.453923290093846,"House",-0.304907980134292,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Putney","London","SW18 1FT"
"Bishops Avenue",-0.414228200570055,"Bungalow",-0.324698938482536,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Northwood","Middlesex","HA6 3DD"
"Wildacres",-0.118720311892944,"House",1.36706150106367,1.24943476069564,1.24943476069564,1.24943476069564,"Northwood","Middlesex","HA6 3JD"
"St. Petersburgh Place",1.60360551688933,"House",1.84277749987887,3.88500558489375,3.88500558489375,3.88500558489375,"","London","W2 4LA"
"Dorlcote Road",0.721492416360635,"House",1.46308429897552,2.5672201727947,2.5672201727947,2.5672201727947,"Wandsworth","London","SW18 3RT"
"Henderson Road",0.721492416360635,"House",1.74602170350968,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW18 3RR"
"Tregarvon Road",-0.500234227871603,"Flat / Apartment",-0.645019264341154,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW11 5QE"
"Chiltern Way",-0.383354242051551,"House",0.129027106612395,0.590542054646114,0.590542054646114,0.590542054646114,"Woodford Green","Essex","IG8 0RQ"
"Monkhams Avenue",-0.295142931998682,"House",0.00515036732153325,0.590542054646114,0.590542054646114,0.590542054646114,"Woodford Green","Essex","IG8 0HA"
"Ollards Grove",-0.206931621945813,"House",0.523380276662593,1.24943476069564,1.24943476069564,1.24943476069564,"Loughton","Essex","IG10 4DW"
"Ovington Street",0.875862208953156,"House",-0.0512905138938297,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW3 2JA"
"Cloudesley Place",-0.29293764924736,"House",-0.304174981676949,0.590542054646114,0.590542054646114,0.590542054646114,"Barnsbury","London","N1 0JA"
"Remington Street",-0.359096131787012,"House",-0.371610839752448,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Islington","London","N1 8DH"
"Carronade Court",-0.601677234432402,"Flat / Apartment",-0.673606204177507,-0.727243357452941,-0.727243357452941,-0.727243357452941," Holloway","London","N7 8GP"
"Balls Pond Road",-0.568597993162576,"Flat / Apartment",-0.497686574415337,-0.727243357452941,-0.727243357452941,-0.727243357452941,"De Beauvoir","London","N1 4BW"
"Annette Road",-0.568597993162576,"Flat / Apartment",-0.712455122416653,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Holloway","London","N7 6PE"
"Southgate Court",-0.623752114773133,"Flat / Apartment",-0.69926115018449,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Southgate Road","London","N1 3JR"
"Noel Road",0.346594348635941,"House",0.438352455610877,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Islington","London","N1 8HA"
"Highbury Gardens",-0.601677234432402,"Flat / Apartment",-0.894971738294904,-1.38613606350247,-1.38613606350247,-1.38613606350247,"52 Holloway Road","London","N7 8BU"
"Lodge Mews",-0.359096131787012,"House",-0.340824904544068,0.590542054646114,0.590542054646114,0.590542054646114,"Aberdeen Park","London","N5 2BD"
"Wenlock Road",-0.544780939448302,"Flat / Apartment",-0.786487966608233,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Islington","London","N1 7SL"
"Heathside",-0.601699287259915,"Flat / Apartment",-0.749838043741114,-0.727243357452941,-0.727243357452941,-0.727243357452941," Golders Green","London","NW11 7SB"
"Walham Yard",-0.0768199396178307,"House",0.282956782654294,0.590542054646114,0.590542054646114,0.590542054646114,"Fulham","London","SW6 1JA"
"The Mount",-0.0944622016284045,"House",0.682440941905889,0.590542054646114,0.590542054646114,0.590542054646114,"Esher","Surrey","KT10 8LQ"
"The Mount",0.0577023082127948,"House",3.12918979251474,1.24943476069564,1.24943476069564,1.24943476069564,"Esher","Surrey","KT10 8LQ"
"Eardley Crescent",-0.652398737712802,"Studio",-1.03790643747667,-2.045028769552,-2.045028769552,-2.045028769552,"","London","SW5 9JT"
"Cornwall Gardens",-0.182673511681274,"Flat / Apartment",-0.549729464886645,-0.727243357452941,-0.727243357452941,-0.727243357452941,"South Kensington","London","SW7 4AX"
"Anchor Brewhouse",-0.0503565466019699,"Flat / Apartment",-0.384071813527268,-0.727243357452941,-0.727243357452941,-0.727243357452941,"50 Shad Thames","London","SE1 2LY"
"Wapping Lane",-0.623730061945619,"Studio",-0.757168028314538,-2.045028769552,-2.045028769552,-2.045028769552,"","London","E1W 2RX"
"Lock Side Way",-0.568597993162576,"New development",-0.505749557446103,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Royal Albert Wharf","London","E16 2QJ"
"Carlton House",-0.500234227871603,"New development",-0.768163005174673,-0.727243357452941,-0.727243357452941,-0.727243357452941,"London","27 Carlton Drive","SW15 2BS"
"Chiswick High Road",-0.568597993162576,"New development",-0.846593840110307,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Chiswick","London","W4 5RG"
"Chelsea Park Gardens",1.36102441424394,"House",0.268296813507446,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW3 6AE"
"Westfields",-0.608293082686367,"Flat / Apartment",-0.679470191836246,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Barnes","London","SW13 0PJ"
"Simmons Lane",-0.667835716972054,"New development",-0.758634025229222,-1.38613606350247,-1.38613606350247,-1.38613606350247,"","London","E4 6JH"
"Welbeck Court",-0.601677234432402,"Flat / Apartment",-0.842195849366253,-0.727243357452941,-0.727243357452941,-0.727243357452941," West Kensington","London","W14 8XW"
"Wandle Road",-0.182673511681274,"House",0.196462964687893,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW17 7DL"
"Horseferry Road",0.0577023082127948,"House",0.348193645357765,0.590542054646114,0.590542054646114,0.590542054646114,"Westminster","London","SW1P 2EE"
"Barmouth Road",-0.270884821734143,"House",0.182535993998388,1.24943476069564,1.24943476069564,1.24943476069564,"Wandsworth","London","SW18 2DP"
"Melody Road",-0.0503565466019699,"House",0.40536752503047,1.24943476069564,1.24943476069564,1.24943476069564,"Wandsworth","London","SW18 2QF"
"Jessica Road",-0.0834357878717958,"House",0.565894187188451,1.90832746674517,1.90832746674517,1.90832746674517,"Wandsworth","London","SW18 2QN"
"Southborough Road",-0.0724093741151872,"House",0.179604000169019,0.590542054646114,0.590542054646114,0.590542054646114,"South Hackney","London","E9 7EF"
"Quaker Street",-0.469382322180612,"Penthouse",-0.638422278225073,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Shoreditch","London","E1 6SY"
"Dovehouse Street",2.4636657899048,"House",1.15229295306235,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW3 6JZ"
"Watcombe Cottages",-0.425254614326664,"House",-0.642820268969127,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Richmond","Surrey","TW9 3BD"
"Roehampton Gate",0.104013245990551,"House",0.624534063775841,1.24943476069564,1.24943476069564,1.24943476069564,"Putney","London","SW15 5JS"
"Upper Montagu Street",-0.383354242051551,"Flat / Apartment",-0.642820268969127,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","W1H 1RP"
"Eden Grove",-0.557573784688719,"Flat / Apartment",-0.576850407808313,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Lower Holloway","London","N7 8EF"
"Offord Road",-0.630345910199585,"Flat / Apartment",-0.93382065653405,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Barnsbury","London","N1 1LR"
"Upper Street",-0.57300855866522,"Flat / Apartment",-0.674339202634849,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","N1 2TZ"
"Lancaster Stables",-0.182673511681274,"Mews",-0.106265398194508,0.590542054646114,0.590542054646114,0.590542054646114," Belsize Park","London","NW3 4PH"
"Blackhills",0.719287133609314,"House",4.52481885529462,1.90832746674517,1.90832746674517,1.90832746674517,"Esher","Surrey","KT10 9JP"
"Landmark Place At Tower Bridge",0.498758858477141,"New development",-0.195691209990278,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Water Lane","London","EC3R 6EA"
"Landmark Place At Tower Bridge",0.278230583344968,"New development",-0.40312977341817,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Water Lane","London","EC3R 6EA"
"Anhalt Road",0.52301696874168,"House",0.649456011325482,1.24943476069564,1.24943476069564,1.24943476069564,"Battersea","London","SW11 4NX"
"Melody Road",-0.182673511681274,"House",-0.0322325540029279,0.590542054646114,0.590542054646114,0.590542054646114,"Wandsworth","London","SW18 2QW"
"Trefoil Road",-0.182673511681274,"House",0.310077725575962,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW18 2EQ"
"Schubert Road",-0.0944622016284045,"House",0.40829951885984,0.590542054646114,0.590542054646114,0.590542054646114,"Putney","London","SW15 2QS"
"Oakside Court",-0.601677234432402,"New development",-0.663344225774714,-0.727243357452941,-0.727243357452941,-0.727243357452941," Northwood","Middlesex","HA6 1AW"
"Basilica Mews",0.104013245990551,"New development",0.307145731746592,0.590542054646114,0.590542054646114,0.590542054646114,"","Thurleigh Road","SW12 8UF"
"Bishops Gate",0.0599075909641165,"New development",-0.0146405910267109,0.590542054646114,0.590542054646114,0.590542054646114,"82-88 Fulham High Street","London","SW6 3LF"
"Wallace Road",-0.425695670876928,"Flat / Apartment",-0.52040952659295,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Islington","London","N1 2PG"
"The oTTo, Hackney",-0.383354242051551,"New development",-0.111396387395905,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Clapton","E5 8DE","E5 8DS"
"Chelsea Creek Tower",-0.205167395744755,"Flat / Apartment",-0.265326063437803,-0.727243357452941,-0.727243357452941,-0.727243357452941," Fulham","London","SW6 2RQ"
"Banyan House",-0.270884821734143,"Flat / Apartment",-0.337159912257356,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Fulham","London","SW6 2PT"
"Worple Street",-0.469360269353098,"House",-0.509414549732815,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Mortlake","London","SW14 8HE"
"Streathbourne Road",0.390700003662376,"House",1.71743476367332,1.90832746674517,1.90832746674517,1.90832746674517,"","London","SW17 8QZ"
"Thirlmere Road",-0.53551875189275,"Flat / Apartment",-0.61276733221809,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW16 1QW"
"Lime Quarter",-0.606087799935046,"New development",-0.746173051454402,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Bow","London","E3 3QH"
"Kew Bridge Road",-0.484797248612351,"New development",-0.626694302907595,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Brentford","Middlesex","TW8 0RF"
"Charles Street",-0.513487977207046,"New development",-0.701460145556517,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Barnes","London","SW13 0NZ"
"St. Stephens Avenue",0.346594348635941,"House",0.655319998984221,1.24943476069564,1.24943476069564,1.24943476069564,"","London","W12 8JA"
"Elsley Road",-0.425276667154177,"House",-0.579782401637683,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Battersea","London","SW11 5LH"
"Kenilworth Avenue",0.366441893397837,"House",1.52758816322165,1.90832746674517,1.90832746674517,1.90832746674517,"Wimbledon","London","SW19 7LW"
"Geraldine Road",0.0135966531863602,"House",0.579088159420614,1.24943476069564,1.24943476069564,1.24943476069564,"Wandsworth","London","SW18 2NS"
"Commodore House",-0.337043304273795,"Flat / Apartment",-0.349620886032177,-0.727243357452941,-0.727243357452941,-0.727243357452941," Juniper Drive","London","SW18 1TZ"
"The Lansbury",1.93439792958759,"Flat / Apartment",0.0168783426390113,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"19 Basil Street","London","SW3 1BA"
"Wimbledon Park Road",-0.58624025517315,"Flat / Apartment",-0.721251103904761,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Putney","London","SW18 5SJ"
"Wimbledon Park Road",-0.579624406919185,"Flat / Apartment",-0.633291289023676,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Putney","London","SW18 5SJ"
"Lowlands",-0.453923290093846,"Flat / Apartment",-0.614233329132774,-0.727243357452941,-0.727243357452941,-0.727243357452941,"2-8 Eton Avenue","London","NW3 3EJ"
"Basilica Mews",0.273820017842324,"New development",0.652388005154851,1.24943476069564,1.24943476069564,1.24943476069564,"","Thurleigh Road","SW12 8UF"
"Hanway Place",0.0135966531863602,"Flat / Apartment",-0.201555197649017,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Fitzrovia","London","W1T 1HF"
"Pembroke Walk",0.633281106307766,"House",0.129027106612395,0.590542054646114,0.590542054646114,0.590542054646114,"Kensington","London","W8 6PQ"
"Tollington Way",-0.569524211918131,"New development",-0.7271150915635,-0.727243357452941,-0.727243357452941,-0.727243357452941," London","N7 6QX","N7 6RG"
"Tollington Way",-0.631448551575245,"New development",-0.861253809257155,-1.38613606350247,-1.38613606350247,-1.38613606350247," London","N7 6QX","N7 6RG"
"The Stack",-0.548750448400681,"New development",-0.573918413978944,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Homerton","London","E9 6HP"
"The Stack",-0.566392710411254,"New development",-0.645752262798497,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Homerton","London","E9 6HP"
"The Stack",-0.561982144908611,"New development",-0.639888275139758,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Homerton","London","E9 6HP"
"Bagel Factory",-0.557593632233481,"New development",-0.724916096191473,-0.727243357452941,-0.727243357452941,-0.727243357452941," Hackney Wick","London","E9 5EN"
"Marville Road",-0.281911235490751,"House",-0.40312977341817,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Fulham","London","SW6 7BB"
"Boddington Gardens",-0.447307441839881,"House",-0.237472122058793,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Acton","London","W3 9AP"
"West Lodge Avenue",-0.2157527529511,"House",0.533642255065386,1.24943476069564,1.24943476069564,1.24943476069564,"Ealing Common","London","W3 9SF"
"Montague Gardens",-0.00625089157553533,"House",0.771866753701658,1.90832746674517,1.90832746674517,1.90832746674517,"West Acton","London","W3 9PT"
"Ternary Place",-0.544339882898037,"New development",-0.592976373869845,-0.727243357452941,-0.727243357452941,-0.727243357452941," Ealing","London","W5 3HJ"
"Eaton Rise",-0.53551875189275,"New development",-0.68680017640967,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Ealing","London","W5 2HE"
"Baillie Apartments",-0.596164027554098,"New development",-0.626694302907595,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Royal Albert Wharf","London","E16 2QJ"
"City Road",-0.557593632233481,"Flat / Apartment",-0.884709759892111,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Clerkenwell","London","EC1V 2PY"
"Clerkenwell Road",-0.53551875189275,"Flat / Apartment",-0.866384798458552,-1.38613606350247,-1.38613606350247,-1.38613606350247,"","London","EC1M 5PY"
"St John Street",-0.403201786813447,"Flat / Apartment",-0.567321427862862,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Clerkenwell","London","EC1V 4JY"
"Binden Road",-0.0746146568665089,"House",-0.00584460953860239,0.590542054646114,0.590542054646114,0.590542054646114,"","London","W12 9RJ"
"Galloway Road",-0.475976117607064,"House",-0.450774673145425,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","W12 0PH"
"Cedar Court",-0.182673511681274,"House",0.230913892182985,1.24943476069564,1.24943476069564,1.24943476069564," Wimbledon","London","SW19 5HU"
"Queens Road",-0.0305090018400743,"House",0.456677417044437,1.24943476069564,1.24943476069564,1.24943476069564,"Wimbledon","London","SW19 8LX"
"Consort Lodge",0.456858486202028,"Flat / Apartment",-0.0263685663441889,0.590542054646114,0.590542054646114,0.590542054646114," St. John's Wood","London","NW8 7LX"
"Chisholm Road",0.0599075909641165,"House",0.00441736886419087,0.590542054646114,0.590542054646114,0.590542054646114,"Richmond","Surrey","TW10 6JH"
"Werter Road",-0.0746146568665089,"House",1.11564303019523,1.90832746674517,1.90832746674517,1.90832746674517,"Putney","London","SW15 2LJ"
"Wimbledon Park Road",-0.568597993162576,"Flat / Apartment",-0.535069495739798,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Putney","London","SW18 5SJ"
"Kildare Terrace",1.36102441424394,"House",0.841501607149184,1.24943476069564,1.24943476069564,1.24943476069564,"","London","W2 5JT"
"Harbut Road",-0.542134600146715,"Flat / Apartment",-0.565122432490835,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW11 2RB"
"Bishops Gate",0.104013245990551,"New development",-0.0183055833134228,0.590542054646114,0.590542054646114,0.590542054646114,"82-88 Fulham High Street","London","SW6 3LF"
"Birdshill Road",1.8241337920215,"House",7.94059166651009,2.5672201727947,2.5672201727947,2.5672201727947," Leatherhead","Surrey","KT22 0NJ"
"Fordhook Avenue",-0.295142931998682,"House",0.320339703978755,1.24943476069564,1.24943476069564,1.24943476069564,"Ealing Common","London","W5 3LR"
"Westgate Terrace",-0.0503565466019699,"Flat / Apartment",-0.424386728681099,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW10 9BJ"
"Andalus Road",-0.612703648189011,"Flat / Apartment",-0.78868696198026,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Clapham","London","SW9 9PQ"
"Langroyd Road",-0.295142931998682,"House",0.080649208427798,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW17 7PL"
"Ranmere Street",-0.337043304273795,"House",-0.193492214618251,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW12 9QQ"
"Chestnut Grove",0.0819604184773338,"House",0.623068066861156,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW12 8JJ"
"Knollys Road",-0.281911235490751,"House",0.457410415501779,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW16 2JU"
"Holdernesse Road",-0.634756475702228,"Flat / Apartment",-0.80114793575508,-1.38613606350247,-1.38613606350247,-1.38613606350247,"","London","SW17 7RG"
"Marian Road",-0.652398737712802,"House",-0.669208213433453,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW16 5HR"
"Thirlmere Road",-0.647988172210158,"Flat / Apartment",-0.690465168696381,-1.38613606350247,-1.38613606350247,-1.38613606350247,"","London","SW16 1QW"
"Price's Court",-0.590650820675794,"Flat / Apartment",-0.690465168696381,-0.727243357452941,-0.727243357452941,-0.727243357452941," Wandsworth","London","SW11 3YW"
"Ashley Gardens",0.390700003662376,"Flat / Apartment",0.458876412416464,1.24943476069564,1.24943476069564,1.24943476069564," Westminster","London","SW1P 1PD"
"Werter Road",-0.206931621945813,"House",0.472803383105969,1.90832746674517,1.90832746674517,1.90832746674517,"Putney","London","SW15 2LL"
"Bryanston Square",0.0577023082127948,"Flat / Apartment",-0.408260762619567,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Marylebone","London","W1H 2DX"
"Portland & Riding",0.919967863979591,"Penthouse",0.376780585194118,0.590542054646114,0.590542054646114,0.590542054646114,"Great Portland Street","Fitzrovia","W1W 7NT"
"Bishops Gate",-0.00625089157553533,"New development",-0.1839632346728,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"82-88 Fulham High Street","London","SW6 3LF"
"Alderbrook Road",-0.116515029141622,"House",0.621602069946471,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW12 8AB"
"Landmark Place At Tower Bridge",0.291021223302634,"New development",-0.516744534306238,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Water Lane","London","EC3R 6EA"
"Carlton House",-0.478181400358385,"New development",-0.670674210348137,-0.727243357452941,-0.727243357452941,-0.727243357452941,"27 Carlton Drive","London","SW15 2BS"
"500 Chiswick High Road",0.159145314773594,"New development",0.869355548528194,0.590542054646114,0.590542054646114,0.590542054646114,"Chiswick","London","W4 5RG"
"Chiswick High Road",-0.579624406919185,"New development",-0.829734875591433,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Chiswick","London","W4 5RG"
"Drayton Gardens",1.22870744916463,"Flat / Apartment",0.389974557426281,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW10 9RX"
"Melville Road",0.567122623768114,"House",0.865690556241483,1.24943476069564,1.24943476069564,1.24943476069564,"Barnes","London","SW13 9RJ"
"Holden Street",-0.409817635067412,"House",-0.391401798100692,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","SW11 5UP"
"Cyril Mansions",-0.546545165649359,"Flat / Apartment",-0.806278924956477,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Prince of Wales Drive","London","SW11 4HW"
"Marian Lodge",-0.513487977207046,"Flat / Apartment",-0.277787037212624,-0.727243357452941,-0.727243357452941,-0.727243357452941," Wimbledon","London","SW20 8HJ"
"Eaton Square",3.56630716556567,"Flat / Apartment",0.820244651886255,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Belgravia","London","SW1W 9AP"
"Marchmont Gardens",0.390700003662376,"House",0.366518606791325,1.24943476069564,1.24943476069564,1.24943476069564,"Richmond","Surrey","TW10 6ET"
"Margaret Street",0.0577023082127948,"Flat / Apartment",-0.466167640749614,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"","London","W1W 8SN"
"Oaklands",0.280435866096289,"House",1.68518283155026,1.24943476069564,1.24943476069564,1.24943476069564," Loughton","Essex","IG10 4RL"
"Highbury Hill",-0.381171012127742,"Flat / Apartment",-0.639888275139758,-0.727243357452941,-0.727243357452941,-0.727243357452941,"Highbury","London","N5 1HH"
"Lonsdale Square",-0.579624406919185,"Flat / Apartment",-0.963140594827745,-1.38613606350247,-1.38613606350247,-1.38613606350247,"Islington","London","N1 1EW"
"Deansway",0.324541521122724,"House",1.17648190215465,1.24943476069564,1.24943476069564,1.24943476069564,"East Finchley","London","N2 0HX"
"Irene Road",0.126066073503768,"House",0.274160801166185,1.24943476069564,1.24943476069564,1.24943476069564,"Fulham","London","SW6 4AQ"
"East Sheen Avenue",-0.0283037190887526,"House",0.211122933834741,1.24943476069564,1.24943476069564,1.24943476069564,"East Sheen","London","SW14 8AU"
"Rowfant Road",-0.206931621945813,"House",0.496259333740925,1.24943476069564,1.24943476069564,1.24943476069564,"Wandsworth","London","SW17 7AP"
"Colehill Lane",-0.337043304273795,"House",-0.251399092748298,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Fulham","London","SW6 5EF"
"Sinclair Gardens",-0.513465924379533,"Flat / Apartment",-0.747639048369087,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","W14 0AU"
"Brocklebank Road",-0.29293764924736,"House",0.0220093318404079,0.590542054646114,0.590542054646114,0.590542054646114,"Wandsworth","London","SW18 3AX"
"Westover Road",0.11503965974716,"House",0.643592023666743,1.24943476069564,1.24943476069564,1.24943476069564,"Wandsworth","London","SW18 2RH"
"Spring Terrace",0.43480565868881,"House",0.895010494535178,1.24943476069564,1.24943476069564,1.24943476069564,"Richmond","Surrey","TW9 1LW"
"Ashurst Close",-0.491413096866316,"House",-0.296111998646183,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138,"Northwood","Middlesex","HA6 1EL"
"Princedale Road",3.12525061530132,"New development",1.4645502958902,0.590542054646114,0.590542054646114,0.590542054646114,"","London","W11 4NJ"
"Woburn Avenue",-0.58624025517315,"House",-0.595908367699215,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Epping","Essex","CM16 7JS"
"Woodredon Farm",-0.568597993162576,"Bungalow",-0.513079542019527,-0.0683506514034138,-0.0683506514034138,-0.0683506514034138," Waltham Abbey","Essex","EN9 3SX"
"Bishops Gate",-0.193699925437882,"New development",-0.476429619152408,-0.727243357452941,-0.727243357452941,-0.727243357452941,"82-88 Fulham High Street","London","SW6 3LF"
"Kings College Court",0.346594348635941,"New development",0.0102813565229299,-0.727243357452941,-0.727243357452941,-0.727243357452941," Belsize Park","London","NW3 3EA"
"Beaufort Court",-0.480386683109707,"New development",-0.617898321419486,-0.727243357452941,-0.727243357452941,-0.727243357452941,"65 Maygrove Road","London","NW6 2DA"
"Tantallon Road",-0.193699925437882,"House",0.195729966230551,1.24943476069564,1.24943476069564,1.24943476069564,"","London","SW12 8DH"
"Hosack Road",-0.326016890517186,"House",0.0102813565229299,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW17 7QW"
"Romberg Road",-0.427459897077986,"House",-0.22427814982663,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW17 8UB"
"Thirlmere Road",-0.53551875189275,"Flat / Apartment",-0.607636343016693,-0.727243357452941,-0.727243357452941,-0.727243357452941,"","London","SW16 1QW"
"Lysias Road",-0.251037276972247,"House",0.117299131294917,0.590542054646114,0.590542054646114,0.590542054646114,"","London","SW12 8BW"
